Empresa,RIF,ORD-04-11-SOL,ORD-04-11-MON,OTRO-04-11-SOL,OTRO-04-11-MON,Sol,Mon
AIR VEN IMPORT C.A.,J-307848090,1,"$35,087",0,$0,1,"$35,087"
"AIRCA, C.A. (ANTES REPRESENTACIONES AIRCA, C.A.)",J-301364910,3,"$242,628",0,$0,3,"$242,628"
"AIRE ACONDICIONADO CLIMASTER, C.A.",J-305266590,23,"$674,861",0,$0,23,"$674,861"
"AIRE SUMINISTROS FRIOCONFORT, C.A.",J-309167880,2,"$137,511",0,$0,2,"$137,511"
"AIRES VENEZUELA AIRVENCA, C.A",J-310039607,0,$0,0,$0,0,$0
"AIRMAX,C.A.",J-302885370,86,"$3,098,273",0,$0,86,"$3,098,273"
"AISLAMIENTOS TERMICOS AMERICA, C.A.",J-310021511,9,"$620,464",0,$0,9,"$620,464"
"AISLANTES ORIENTALES, S.A.",J-080066235,26,"$896,593",0,$0,26,"$896,593"
AIT SERVICIOS C.A.,J-312193760,286,"$9,498,145",0,$0,286,"$9,498,145"
"AJEVEN, C.A.",J-306011382,299,"$29,627,447",0,$0,299,"$29,627,447"
AJJKN C.A.,J-313739820,29,"$860,493",0,$0,29,"$860,493"
AJL PRODUCCIONES CA,J-307746467,0,$0,0,$0,0,$0
"AKI MOTORS, C.A",J-306434160,1,"$10,094",0,$0,1,"$10,094"
"AKRON GOMAS DE VENEZUELA, S.A.",J-090261982,21,"$600,176",3,"$2,440",24,"$602,616"
"AKROQUIM, C.A",J-311895515,14,"$534,721",0,$0,14,"$534,721"
"AKTA MANUFACTURING, C.A (ANTES C.A. ACCO MANUFACTURING)",J-000793476,256,"$9,365,621",0,$0,256,"$9,365,621"
AL NAKBA,J-297081690,0,$0,1,$150,1,$150
"ALAMBRES DEL CARIBE, C.A.",J-311266372,16,"$3,318,087",0,$0,16,"$3,318,087"
"ALAMBRES DEL YARACUY, C.A.",J-310358117,39,"$3,294,262",0,$0,39,"$3,294,262"
ALAMBRES TREFILADOS ALATRECA C.A.,J-002220058,3,"$61,476",0,$0,3,"$61,476"
ALAMBRES Y CABLES VENEZOLANOS C.A.,J-000008280,1752,"$167,079,524",3,"$26,477,744",1755,"$193,557,268"
ALAMBRICOS VENEZOLANOS C.A.,J-312953675,1,"$9,425",0,$0,1,"$9,425"
"ALASO, C.A.",J-000838569,152,"$7,331,766",0,$0,152,"$7,331,766"
"ALASPAK, CORPORACION DE EMPAQUE CA",J-302181208,152,"$2,238,659",0,$0,152,"$2,238,659"
"ALBA ENERGIA, C.A.",J-299547883,0,$0,0,$0,0,$0
ALBIMPORT C.A.,J-308461695,124,"$6,146,318",0,$0,124,"$6,146,318"
"ALBIS VENEZOLANA, C.A.",J-001090940,189,"$2,127,533",0,$0,189,"$2,127,533"
ALCALDIA DE BARUTA,G-20000601,0,$0,1,"$1,600",1,"$1,600"
ALCALD�A DE BUROZ,G-200004886,0,$0,1,$92,1,$92
ALCALDIA DE MARACAIBO,G-200006056,2,"$492,924",2,"$104,500",4,"$597,424"
ALCALDIA DE P�EZ,G-200047488,1,"$561,573",1,"$74,550",2,"$636,123"
ALCALDIA DE SUCRE CAGUA,G-200015950,1,"$55,410",0,$0,1,"$55,410"
ALCALD�A DEL MUNIC. BARALT,G-200005831,1,"$23,847",0,$0,1,"$23,847"
ALCALDIA DEL MUNICIPIO BOLIVARIANO LIBERTADOR,G-200002123,0,$0,1,"$3,729,599",1,"$3,729,599"
ALCALDIA DEL MUNICIPIO DE  P�RITU,G-20004390,1,"$697,674",0,$0,1,"$697,674"
"ALCALDIA DEL MUNICIPIO GIRARDOT, MARACAY, EDO. ARAGUA",G-200022841,0,$0,2,"$44,472",2,"$44,472"
ALCALDIA DEL MUNICIPIO SIMON BOLIVAR,G-200000210,0,$0,1,"$2,500",1,"$2,500"
ALCALDIA MUNICIPIO CAJIGAL,G-200007508,1,"$372,093",0,$0,1,"$372,093"
"ALCATEL DE VENEZUELA, C.A.",J-000351791,1735,"$125,354,641",2,"$4,762,791",1737,"$130,117,432"
ALCICLA DE VENEZUELA S.A,J-314526979,13,"$1,244,512",0,$0,13,"$1,244,512"
ALCON PHARMACEUTICAL CA,J-000783950,1904,"$150,217,719",0,$0,1904,"$150,217,719"
"ALEACIONES VENEZOLANAS, C.A.",J-302198038,63,"$13,731,112",0,$0,63,"$13,731,112"
ALEACIONES Y ACEROS GARC�A C.A.,J-085098895,99,"$2,065,778",0,$0,99,"$2,065,778"
"ALECO DE VENEZUELA, C.A.",J-314063057,15,"$1,843,789",0,$0,15,"$1,843,789"
ALEGRE IMPORT C.A.,J-065078570,60,"$2,223,934",0,$0,60,"$2,223,934"
ALENTUY C.A,J-085050043,610,"$25,997,177",0,$0,610,"$25,997,177"
ALF GALVANIZADOS C.A.,J-305337314,20,"$4,485,315",0,$0,20,"$4,485,315"
ALFA COCINA C. A.,J-001973524,223,"$8,576,555",0,$0,223,"$8,576,555"
ALFA IMPORT CA,J-295603720,0,$0,0,$0,0,$0
ALFA LAVAL VENEZOLANA S.A.,J-000889309,178,"$1,106,001",0,$0,178,"$1,106,001"
ALFA M CHEMICALS C.A.,J-002111437,320,"$34,836,699",0,$0,320,"$34,836,699"
ALFA TRANSFORMADORES C.A.,J-304072511,10,"$691,277",0,$0,10,"$691,277"
"ALFARERIA AGUA BLANCA, C.A.",J-075308808,6,"$1,288,840",0,$0,6,"$1,288,840"
"ALFARERIA CABIMAS, C.A.",J-70000570,10,"$916,262",0,$0,10,"$916,262"
"ALFARERIA CONTINENTAL,C.A.",J-000808376,31,"$1,979,150",0,$0,31,"$1,979,150"
ALFARERIA DEL TURBIO S.A,J-085037403,16,"$1,000,564",0,$0,16,"$1,000,564"
ALFARERIA HISPANO VENEZOLANA C.A.,J-075017820,25,"$2,441,413",0,$0,25,"$2,441,413"
ALFARERIA INTERNACIONAL C.A,J-075092473,12,"$1,033,750",0,$0,12,"$1,033,750"
"ALFARERIA LA MARACAYERA, S.A.",J-000009589,34,"$5,417,434",0,$0,34,"$5,417,434"
ALFARERIA TURAGUA C. A.,J-306927190,18,"$826,106",0,$0,18,"$826,106"
ALFOMBRAS Y FIELTROS IBERIA C.A.,J-075138031,80,"$3,927,871",0,$0,80,"$3,927,871"
"ALFONZO RIVAS  & C�A, C.A.",J-000315310,2104,"$68,082,321",0,$0,2104,"$68,082,321"
"ALGA, C. A.",J-302741173,457,"$21,202,704",0,$0,457,"$21,202,704"
"ALI�S IMPORT, C.A.",J-065069333,10,"$2,235,655",0,$0,10,"$2,235,655"
ALIANZA FRANCESA,J-001665340,0,$0,4,"$83,824",4,"$83,824"
ALIANZA FRANCESA,J-308567680,0,$0,1,"$2,319",1,"$2,319"
ALIANZA GLANCELOT C.A.,J-295366809,0,$0,0,$0,0,$0
"ALIMENTACI�N BALANCEADA, ALIBAL, C.A",J-003244546,947,"$503,944,886",0,$0,947,"$503,944,886"
ALIMENTARIA INTERNACIONAL C.A.,J-300557413,7,"$2,600,656",0,$0,7,"$2,600,656"
ALIMENTOS 21 C.A.,J-304718675,13,"$1,001,925",0,$0,13,"$1,001,925"
ALIMENTOS ALICENCA C.A.,J-311928049,109,"$10,522,075",0,$0,109,"$10,522,075"
ALIMENTOS ANDREA C. A.,J-305719438,0,$0,3,"$201,029",3,"$201,029"
ALIMENTOS BALANCEADOS AEROPUERTO C.A,J-311304355,0,$0,0,$0,0,$0
ALIMENTOS BALANCEADOS DEL LAGO CA,J-305818835,6,"$378,533",0,$0,6,"$378,533"
"ALIMENTOS BALANCEADOS DEL ZULIA, C.A.",J-295558104,13,"$968,318",0,$0,13,"$968,318"
"ALIMENTOS BALANCEADOS SANTA MARIA, C.A.",J-315644614,10,"$2,411,334",0,$0,10,"$2,411,334"
ALIMENTOS BALANCEADOS TINAQUILLO C.A.,J-312513527,47,"$82,790,352",1,"$201,688",48,"$82,992,040"
"ALIMENTOS BERRIOS, ALBECA,C.A.",J-075893867,59,"$31,827,163",1,"$5,017",60,"$31,832,180"
ALIMENTOS CALIFORNIA C.A.,J-002405767,76,"$7,575,674",11,"$206,415",87,"$7,782,089"
"ALIMENTOS CONCENTRADOS SOUTO, C.A.",J-075280164,9,"$4,515,917",0,$0,9,"$4,515,917"
"ALIMENTOS CONTINENTALES DAIMAR, C.A.",J-314055933,23,"$13,521,574",0,$0,23,"$13,521,574"
"ALIMENTOS CORDILLERA, C.A.",J-308296805,5,"$415,269",0,$0,5,"$415,269"
"ALIMENTOS DEL CENTRO, C.A.",J-302770807,206,"$82,562,348",1,"$5,876",207,"$82,568,224"
"ALIMENTOS DON MANOLO,C.A.",J-315046776,17,"$1,307,046",0,$0,17,"$1,307,046"
"ALIMENTOS EL FARO, C.A.",J-065030909,6,"$251,319",0,$0,6,"$251,319"
"ALIMENTOS EL GRAN NORTE, S.A.",J-314369938,0,$0,0,$0,0,$0
"ALIMENTOS EL LABERINTO, C.A.",J-305869375,6,"$694,100",0,$0,6,"$694,100"
ALIMENTOS EL NOGAL,J-296807418,0,$0,0,$0,0,$0
ALIMENTOS ELPIS C.A.,J-308032131,61,"$11,862,373",0,$0,61,"$11,862,373"
"ALIMENTOS FONTANA, C.A.",J-303276695,59,"$26,152,268",1,"$101,880",60,"$26,254,148"
"ALIMENTOS FRAGAMAR, C.A.",J-309483307,55,"$4,035,384",0,$0,55,"$4,035,384"
"ALIMENTOS FRIDES II, C.A.",J-306114777,5,"$58,200",0,$0,5,"$58,200"
"ALIMENTOS FRISA, C.A.",J-306154566,181,"$57,913,119",0,$0,181,"$57,913,119"
"ALIMENTOS FRUCA, C.A.",J-312039981,13,"$1,202,888",0,$0,13,"$1,202,888"
ALIMENTOS GARMI C.A.,J-300024075,35,"$4,782,680",0,$0,35,"$4,782,680"
"ALIMENTOS HEINZ, C. A.",J-075862155,2469,"$96,662,104",5,"$57,669,535",2474,"$154,331,639"
"ALIMENTOS INTERNACIONALES SM Y SL, C.A.",J-001306935,641,"$31,667,715",0,$0,641,"$31,667,715"
ALIMENTOS IO C.A,J-315264765,1,"$44,100",0,$0,1,"$44,100"
ALIMENTOS KELLOGG S.A,J-000010218,1648,"$61,757,976",49,"$42,354,489",1697,"$104,112,465"
"ALIMENTOS LA CARIDAD, C.A.",J-075387341,667,"$534,688,773",3,"$2,838,342",670,"$537,527,115"
"ALIMENTOS LA GIRALDA, C.A.",J-001626867,58,"$7,280,564",0,$0,58,"$7,280,564"
"ALIMENTOS LA INTEGRAL, C.A.",J-085306234,7,"$357,163",0,$0,7,"$357,163"
"ALIMENTOS MONTE VERDE, C.A.",J-312201835,7,"$504,267",0,$0,7,"$504,267"
"ALIMENTOS MUNCHY, C.A.",J-313445177,7,"$141,554",0,$0,7,"$141,554"
"ALIMENTOS OCEANIA, C.A",J-306212620,46,"$1,790,250",0,$0,46,"$1,790,250"
"ALIMENTOS PAVCAR DE VENEZUELA, C.A.",J-314290053,30,"$1,878,295",0,$0,30,"$1,878,295"
"ALIMENTOS PEMEGA, C.A.",J-302824923,9,"$2,496,340",0,$0,9,"$2,496,340"
ALIMENTOS POLAR COMERCIAL C.A.,J-000413126,2797,"$216,330,152",0,$0,2797,"$216,330,152"
"ALIMENTOS POLAR COMERCIAL, C.A. (ANTES CORP. AGROIND. CORIN",J-088058363,24,"$244,547",1,"$3,030,105",25,"$3,274,652"
"ALIMENTOS POLAR COMERCIAL, C.A. (ANTES MOLINOS SAGRA,C.A.)",J-070337176,99,"$7,188,998",0,$0,99,"$7,188,998"
"ALIMENTOS PORTUGUESA, C.A.",J-085106766,100,"$32,585,638",1,$819,101,"$32,586,457"
"ALIMENTOS PRIMARIOS ANIMALES, C.A.",J-302188687,282,"$95,518,514",2,"$215,762",284,"$95,734,276"
"ALIMENTOS SALMOLUX, C. A.",J-306109110,45,"$2,688,679",0,$0,45,"$2,688,679"
ALIMENTOS SALTY C.A.,J-296025606,5,"$501,535",0,$0,5,"$501,535"
"ALIMENTOS SANTA FE, C.A",J-296265429,20,"$3,421,379",0,$0,20,"$3,421,379"
"ALIMENTOS SCHULZ, C.A.",J-000617066,4,"$246,082",0,$0,4,"$246,082"
"ALIMENTOS SUPER-S, C.A.",J-306099514,398,"$605,437,101",4,"$3,012,186",402,"$608,449,287"
ALIMENTOS SURGELA C.A.,J-300238482,34,"$1,613,326",1,"$1,825,644",35,"$3,438,970"
"ALIMENTOS TERRAMAR, C.A.",J-309853392,0,$0,0,$0,0,$0
"ALIMENTOS TEXAS, C.A.",J-309608312,40,"$5,379,074",0,$0,40,"$5,379,074"
"ALIMENTOS TURPIAL 2010, C.A.",J-299075124,0,$0,0,$0,0,$0
ALIMENTOS VENENCERES C.A.,J-299222224,3,"$213,432",0,$0,3,"$213,432"
"ALIMENTOS VERONA VG, C.A.",J-311239952,0,$0,0,$0,0,$0
"ALIMENTOS VIMERA, C.A.",J-302999995,40,"$2,605,556",0,$0,40,"$2,605,556"
"ALIMENTOS VITA EXPRESS, C.A.",J-308588202,2,"$56,802",0,$0,2,"$56,802"
ALIMENTOS Y FRUTOS DEL SUR CA,J-295955340,53,"$16,614,976",0,$0,53,"$16,614,976"
ALIMENTOS Y GRANOS DEL SUR CA,J-299673587,0,$0,0,$0,0,$0
"ALIMPRO1965,C.A.",J-316067165,2,"$64,680",0,$0,2,"$64,680"
"ALINA FOODS, C.A.",J-305036543,13,"$893,037",0,$0,13,"$893,037"
ALINAT C. A.,J-305498598,187,"$11,696,813",1,"$392,449",188,"$12,089,262"
ALITALIA COMPAﾄIA AEREA ITALIANA SA,J-297146911,0,$0,31,"$155,515,079",31,"$155,515,079"
ALITALIA LINEE AEREE ITALIANE S.P.A.,J-000010285,0,$0,51,"$108,356,027",51,"$108,356,027"
ALITO�S C.A.,J-308485128,20,"$4,572,963",0,$0,20,"$4,572,963"
"ALIVEGA, C.A.",J-307486902,1,"$72,511",0,$0,1,"$72,511"
ALJON SUMINISTROS,J-312347520,34,"$2,714,818",0,$0,34,"$2,714,818"
ALL GOLD C.A.,J-307282673,58,"$2,907,857",0,$0,58,"$2,907,857"
"ALL THAT INK DE VENEZUELA, C.A.",J-312499257,111,"$4,755,018",0,$0,111,"$4,755,018"
"ALL TOGETHER REPRESENTACIONES, C.A.",J-310412375,0,$0,32,"$3,103,648",32,"$3,103,648"
ALLIANCE SALUD C.A.,J-313546615,92,"$6,964,767",0,$0,92,"$6,964,767"
"ALLIED BRITISH CHEMICALS, S.A.",J-302003806,308,"$6,753,337",1,"$14,627",309,"$6,767,964"
ALLTECH VENEZUELA,J-305527008,641,"$46,310,382",4,"$4,784,385",645,"$51,094,767"
"ALMACEN EL TEMPLO, C.A",J-065003022,0,$0,0,$0,0,$0
ALMACEN LA CONFIANZA S.A.,J-070038829,445,"$39,482,515",0,$0,445,"$39,482,515"
"ALMACEN NACIONAL, C.A.",J-085114572,3,"$124,015",0,$0,3,"$124,015"
"ALMACEN SAN JACINTO, C.A.",J-085193588,3,"$889,466",0,$0,3,"$889,466"
"ALMACEN STOINTEX, C.A.",J-001001832,59,"$1,439,855",0,$0,59,"$1,439,855"
"ALMACENADORA ANDROMEDA,C.A.",J-302935156,3,"$840,090",0,$0,3,"$840,090"
ALMACENADORA ASOPORTUGUESA S.A.,J-085069194,7,"$198,332",0,$0,7,"$198,332"
"ALMACENADORA BRAPERCA, C.A.",J-003642819,30,"$14,562,880",0,$0,30,"$14,562,880"
"ALMACENADORA GRANELERA, C.A.",J-075255887,28,"$56,421,843",0,$0,28,"$56,421,843"
"ALMACENADORA LIBERTAD E.C., C.A.",J-309447432,1,$454,0,$0,1,$454
"ALMACENADORA LUIS-NER, C. A.",J-304919913,4,"$1,884,360",0,$0,4,"$1,884,360"
"ALMACENES BEST, C.A.",J-080038622,239,"$5,309,078",0,$0,239,"$5,309,078"
"ALMACENES EL TORO, C.A.",J-000774811,12,"$394,662",0,$0,12,"$394,662"
ALMACENES HERMANOS MATTAR C.A,J-065007206,184,"$19,076,971",0,$0,184,"$19,076,971"
"ALMACENES LAGUNILLAS, S.A.",J-303496970,104,"$7,227,867",0,$0,104,"$7,227,867"
"ALMACENES RIOMA,C.A.",J-065010584,8,"$1,040,472",0,$0,8,"$1,040,472"
ALMACENES URBICARACAS C.A,J-312442425,1,"$162,752",0,$0,1,"$162,752"
"ALMACENES Y DEPOSITOS INTEGRALES PORTUARIOS, C.A.",J-075727630,4,"$1,760,000",0,$0,4,"$1,760,000"
"ALMAGAL, S.A.",J-000970440,94,"$3,678,864",1,"$1,200",95,"$3,680,064"
"ALNOVA DE MARGARITA, C.A.",J-301605861,57,"$1,937,272",1,"$82,010",58,"$2,019,282"
"ALNOVA, C.A.",J-001391355,179,"$6,270,452",1,"$101,267",180,"$6,371,719"
ALOEVEN C.A.,J-301538250,13,"$576,523",0,$0,13,"$576,523"
ALPA C.A,J-065002808,60,"$2,490,455",0,$0,60,"$2,490,455"
ALPE ORGANIZACION C.A,J-305827303,7,"$2,452,614",0,$0,7,"$2,452,614"
"ALPHA MEDICINE, C.A.",J-306625135,0,$0,0,$0,0,$0
"ALPHA STAR MOTOR, C.A",J-313352136,1,"$118,733",0,$0,1,"$118,733"
ALPI INGENIER�A DE SISTEMAS C.A.,J-001048367,231,"$4,633,683",0,$0,231,"$4,633,683"
ALPINA PRODUCTOS ALIMENTICIOS C.A,J-300950204,437,"$4,624,906",0,$0,437,"$4,624,906"
"ALPLA DE VENEZUELA, S.A.",J-000622787,1248,"$96,962,895",0,$0,1248,"$96,962,895"
"ALQUILADORA VENEZOLANA ALQUIVECA, C.A.",J-000729395,67,"$2,623,968",0,$0,67,"$2,623,968"
ALQUIMSUR CA,J-311087494,1,"$102,987",0,$0,1,"$102,987"
ALRAI C.A,J-310529043,0,$0,0,$0,0,$0
"ALREYVEN (ANTES - ALUMINIO REYNOLDS DE VENEZUELA, S.A.)",J-070023155,472,"$3,997,710",0,$0,472,"$3,997,710"
ALSTOM VENEZUELA S.A,J-000737320,4,"$1,462,670",0,$0,4,"$1,462,670"
"ALTA EFICIENCIA CONTROLES & ASOCIADOS, C.A.",J-307796324,11,"$133,800",0,$0,11,"$133,800"
ALTA GENETICA DE VENEZUELA C.A.,J-313389870,1,"$25,772",0,$0,1,"$25,772"
"ALTA RESOLUCION PUBLICIDAD INDUSTRIAL, C.A.",J-304359322,10,"$897,649",0,$0,10,"$897,649"
ALTEC HIDRAULICA,J-309921100,7,"$765,309",0,$0,7,"$765,309"
"ALTEC, C.A.",J-306125752,186,"$3,897,215",0,$0,186,"$3,897,215"
"ALTER EXPORT IMPORT, C.A.",J-001681051,291,"$7,223,473",0,$0,291,"$7,223,473"
"ALTHEA MEDICAL, C.A.",J-307651121,86,"$2,693,556",0,$0,86,"$2,693,556"
ALTOLITHO,J-001072160,2,"$172,975",0,$0,2,"$172,975"
"ALUBAT-ALFLON, C.A.",J-000236526,97,"$1,946,152",0,$0,97,"$1,946,152"
"ALUMINIO FAVALMA, C.A.",J-075589530,46,"$1,621,719",0,$0,46,"$1,621,719"
"ALUMINIO INDUSTRIAL, C.A.",J-001072632,4,"$1,315,167",0,$0,4,"$1,315,167"
ALUMINIO PIANMECA S.A.,J-095037150,21,"$873,579",0,$0,21,"$873,579"
ALUMINIO VHK C.A.,J-075508025,11,"$542,163",0,$0,11,"$542,163"
ALUMINIOS DEL OCCIDENTE ALDOCA C.A.,J-001284915,129,"$3,413,037",0,$0,129,"$3,413,037"
ALUMWARE PRODUCTOS DE ALUMINIO CA,J-075900219,8,"$559,942",0,$0,8,"$559,942"
"ALUSUD VENEZUELA, S.A",J-306197567,1049,"$28,273,334",0,$0,1049,"$28,273,334"
"AM CONTINENTAL, C.A.",J-313520713,136,"$12,533,039",0,$0,136,"$12,533,039"
AM INTERNATIONAL C.A,J-311496270,18,"$1,521,917",0,$0,18,"$1,521,917"
AMA 2021 C.A.,J-296938512,0,$0,0,$0,0,$0
"AMAIRCA, C.A",J-312597208,53,"$3,276,807",0,$0,53,"$3,276,807"
"AMAL SALON DE OFERTAS,C.A.",J-306349073,393,"$19,650,202",0,$0,393,"$19,650,202"
"AMALINDA IMPORT, C.A.",J-307416513,36,"$7,558,638",0,$0,36,"$7,558,638"
AMAZONARO TRADING COMPANY C.A,J-310104468,104,"$21,452,269",0,$0,104,"$21,452,269"
"AMAZONAS CARACAS, C.A.",J-306070915,20,"$315,882",0,$0,20,"$315,882"
"AMAZONAS DE MARACAIBO, C.A.",J-307146346,11,"$277,526",0,$0,11,"$277,526"
AMBIENTADORES ALNI DE VENEZUELA C.A.,J-312054280,8,"$403,370",0,$0,8,"$403,370"
AMBIOTEK C.A,J-309205374,121,"$898,811",0,$0,121,"$898,811"
"AMCOR PET PACKAGING DE VENEZUELA, S.A",J-305097925,1620,"$320,933,554",3,"$5,528,043",1623,"$326,461,597"
"AMD COMPUTER SHOP, C.A.",J-312650656,57,"$3,475,328",0,$0,57,"$3,475,328"
"AMERASIA REPRESENTACIONES, C.A.",J-1959661,0,$0,1,"$6,820",1,"$6,820"
AMERICA ECONOMIA 2021 C.A.,J-306817344,172,"$14,725,019",2,"$150,267",174,"$14,875,286"
AMERICAN AIRLINES,J-002537663,0,$0,89,"$1,600,772,675",89,"$1,600,772,675"
AMERICAN CELULARC.A.,J-304728280,119,"$14,860,171",0,$0,119,"$14,860,171"
"AMERICAN DIESEL, S.A.",J-080308077,7,"$702,227",0,$0,7,"$702,227"
"AMERICAN ELECTRONICS, C. A.",J-308569526,26,"$1,983,325",0,$0,26,"$1,983,325"
AMERICAN ENTERPRISE C.A.,J-310887217,16,"$1,301,176",0,$0,16,"$1,301,176"
AMERICAN I.E.A. IMPORT EXPORT C.A.,J-313591548,43,"$1,811,333",0,$0,43,"$1,811,333"
"AMERICAN IMPORT, C.A.",J-307835257,229,"$21,955,841",0,$0,229,"$21,955,841"
AMERICAN PARTS C.A.,J-304179529,86,"$3,121,635",0,$0,86,"$3,121,635"
AMERICAN RALLY IMPORT C.A,J-310257744,9,"$560,057",0,$0,9,"$560,057"
"AMERICAN SPAIN CORPORATION, C.A.",J-308676233,2,"$32,679",0,$0,2,"$32,679"
AMERICAN SUPPLY SERVICES CA,J-070334622,205,"$8,074,436",0,$0,205,"$8,074,436"
"AMERICANA DE REASEGUROS, C.A.",J-000015732,0,$0,15,"$5,107,687",15,"$5,107,687"
AMERICAS BATTERIES C.A.,J-311991654,25,"$348,273",0,$0,25,"$348,273"
"AMERICATEL SISTEMAS DE COMUNICACION, C.A",J-300691586,245,"$3,294,125",0,$0,245,"$3,294,125"
AMERICO MOTOR C.A.,J-315073994,15,"$394,221",0,$0,15,"$394,221"
"AMERIFAX DE VENEZUELA, C.A.",J-305790019,85,"$8,404,746",0,$0,85,"$8,404,746"
"AMERIJET INTERNATIONAL INC. LINEA AEREA, C.A.",J-304138032,0,$0,30,"$883,819",30,"$883,819"
"AMERINDIA INVERSIONES, S.A.",J-312268581,6,"$424,866",0,$0,6,"$424,866"
AMEXI S.A.,J-297281193,0,$0,0,$0,0,$0
"AMIN GROUP, C.A.",J-311774637,66,"$2,867,988",0,$0,66,"$2,867,988"
"AMIRA ZONA LIBRE PF, C.A.",J-315312107,101,"$17,208,765",0,$0,101,"$17,208,765"
AMOBLANDO INTERNACIONAL & CIA C.A,J-306987010,11,"$333,034",0,$0,11,"$333,034"
"AMORTIGUADORES, S.A.",J-000445184,319,"$7,493,532",0,$0,319,"$7,493,532"
"AMPACET DE VENEZUELA, C.A",J-002033983,55,"$1,423,494",0,$0,55,"$1,423,494"
"AMPOLLAS Y FRASCOS VENEZOLANOS, C.A",J-075254864,188,"$31,947,666",0,$0,188,"$31,947,666"
"AMS CHEMICAL, C.A.",J-301086295,4,"$796,803",0,$0,4,"$796,803"
"AMUEBLA, C.A.",J-080052072,12,"$551,172",0,$0,12,"$551,172"
AMV TECNOLOGIA C.A.,J-297463151,31,"$775,522",0,$0,31,"$775,522"
"AMWAY DE VENEZUELA, LLC",J-304907605,327,"$17,997,698",1,"$68,868",328,"$18,066,566"
ANA ELISA C.A.,J-065028459,15,"$2,357,690",0,$0,15,"$2,357,690"
"ANACO INDUTRIAL COATING, S.A.",J-304010745,47,"$1,311,378",0,$0,47,"$1,311,378"
"ANALISIS MARQUEZ & ASOCIADOS, C.A.",J-302400554,4,"$874,696",0,$0,4,"$874,696"
"ANALU,CA",J-305841721,88,"$4,215,176",0,$0,88,"$4,215,176"
ANANDA,J-294585264,2,"$36,215",0,$0,2,"$36,215"
ANASILVEN C.A.,J-295894937,0,$0,0,$0,0,$0
ANATEL CA,J-310120218,36,"$2,027,168",0,$0,36,"$2,027,168"
"ANAYANSI, C.A.",J-000599009,105,"$13,457,529",0,$0,105,"$13,457,529"
ANBRAS PRODUCTOS INDUSTRIALES,J-309897128,17,"$1,464,934",0,$0,17,"$1,464,934"
ANCLAJES POWERS C.A,J-307054956,128,"$3,784,653",0,$0,128,"$3,784,653"
ANCOR COSMETICS C.A.,J-001287450,124,"$5,060,228",0,$0,124,"$5,060,228"
"ANDAMIOS DALMINE, S.A.",J-000016313,4,"$238,616",0,$0,4,"$238,616"
"ANDES ATLANTIC, C.A.",J-296028982,2,"$39,100",0,$0,2,"$39,100"
ANDES PLAST C.A.,J-306371281,32,"$7,438,039",0,$0,32,"$7,438,039"
"ANDINA DE PLASTICOS-ANDIPLAST, C.A.",J-313567639,3,"$121,034",0,$0,3,"$121,034"
"ANDINA FOODS, C.A.",J-313951110,0,$0,0,$0,0,$0
ANDINO C.A,J-309169335,4,"$677,800",0,$0,4,"$677,800"
"ANDINOS VENEZOLANOS, C.A.",J-303523064,40,"$2,278,588",0,$0,40,"$2,278,588"
"ANDINOS, C.A.",J-305878897,247,"$4,194,704",28,"$13,969,250",275,"$18,163,954"
ANDISACOS S.A.,J-300565718,5,"$896,909",0,$0,5,"$896,909"
"ANDRADE POOLS MARGARITA, C.A.",J-303562620,6,"$223,376",0,$0,6,"$223,376"
"ANDRE TELECOMUNICACIONES ANDRETEL, C.A.",J-003620874,11,"$289,022",0,$0,11,"$289,022"
ANDREINA SHOES,J-314288938,3,"$1,070,299",0,$0,3,"$1,070,299"
ANDRITS SPROUT VENEZUELA,J-306733787,9,"$389,640",0,$0,9,"$389,640"
ANDYRON ARTICULOS LUMINOSOS CA,J-001727469,29,"$674,165",0,$0,29,"$674,165"
ANES RECORD C.A,J-302244803,50,"$2,780,595",0,$0,50,"$2,780,595"
"ANEW E-BUSINESS DISTRIBUTION,C.A.",J-307236299,262,"$6,400,300",0,$0,262,"$6,400,300"
"ANGELINA IMPORT, C.A.",J-317198646,0,$0,0,$0,0,$0
ANGELO DELLA TORRE C.A.,J-095032442,1,"$4,897",0,$0,1,"$4,897"
ANGESOCKS C.A.,J-305571058,271,"$15,377,453",0,$0,271,"$15,377,453"
ANIMAL PHARMA C.A,J-294035906,5,"$338,609",0,$0,5,"$338,609"
ANIVEN DEL CENTRO C.A,J-299992429,16,"$5,017,825",0,$0,16,"$5,017,825"
ANIXTER VENEZUELA INC,J-302160626,1663,"$49,141,754",0,$0,1663,"$49,141,754"
"ANKA STAR, C.A.",J-316332802,27,"$3,909,308",0,$0,27,"$3,909,308"
"ANM 2000, C.A",J-295495021,4,"$256,785",0,$0,4,"$256,785"
"ANNS QUIMICOS, C.A.",J-306992340,149,"$2,929,719",0,$0,149,"$2,929,719"
ANT COMPUTER SUPPLIES C.A.,J-305893675,10,"$458,719",0,$0,10,"$458,719"
ANTARES XXI,J-307514418,88,"$1,869,824",0,$0,88,"$1,869,824"
"ANTEC,C.A",J-306647139,17,"$983,797",0,$0,17,"$983,797"
ANTICA INGENIERIA C.A.,J-080308360,1,"$83,948",0,$0,1,"$83,948"
